leaf_id,raw_file_path,is_processed_valid,reason_skipped,num_raw_points,num_processed_points,file_shape_mask,file_radial_ect,file_combined_viz
Leafsnap__quercus_montana_pi0040_07_4,Leafsnap/quercus_montana_pi0040_07_4.npy,True,,953,953,shape_masks/Leafsnap__quercus_montana_pi0040_07_4.png,radial_ects/Leafsnap__quercus_montana_pi0040_07_4.png,combined_viz/Leafsnap__quercus_montana_pi0040_07_4.png
Leafsnap__quercus_montana_pi0040_08_4,Leafsnap/quercus_montana_pi0040_08_4.npy,True,,503,503,shape_masks/Leafsnap__quercus_montana_pi0040_08_4.png,radial_ects/Leafsnap__quercus_montana_pi0040_08_4.png,combined_viz/Leafsnap__quercus_montana_pi0040_08_4.png
Leafsnap__quercus_montana_pi0040_09_4,Leafsnap/quercus_montana_pi0040_09_4.npy,True,,319,319,shape_masks/Leafsnap__quercus_montana_pi0040_09_4.png,radial_ects/Leafsnap__quercus_montana_pi0040_09_4.png,combined_viz/Leafsnap__quercus_montana_pi0040_09_4.png
Leafsnap__quercus_montana_pi0040_10_4,Leafsnap/quercus_montana_pi0040_10_4.npy,True,,440,440,shape_masks/Leafsnap__quercus_montana_pi0040_10_4.png,radial_ects/Leafsnap__quercus_montana_pi0040_10_4.png,combined_viz/Leafsnap__quercus_montana_pi0040_10_4.png
Leafsnap__quercus_montana_pi1025_01_4,Leafsnap/quercus_montana_pi1025_01_4.npy,True,,896,896,shape_masks/Leafsnap__quercus_montana_pi1025_01_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_01_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_01_4.png
Leafsnap__quercus_montana_pi1025_02_4,Leafsnap/quercus_montana_pi1025_02_4.npy,True,,926,926,shape_masks/Leafsnap__quercus_montana_pi1025_02_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_02_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_02_4.png
Leafsnap__quercus_montana_pi1025_03_4,Leafsnap/quercus_montana_pi1025_03_4.npy,True,,1127,1127,shape_masks/Leafsnap__quercus_montana_pi1025_03_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_03_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_03_4.png
Leafsnap__quercus_montana_pi1025_04_4,Leafsnap/quercus_montana_pi1025_04_4.npy,True,,1720,1720,shape_masks/Leafsnap__quercus_montana_pi1025_04_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_04_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_04_4.png
Leafsnap__quercus_montana_pi1025_05_4,Leafsnap/quercus_montana_pi1025_05_4.npy,True,,1052,1052,shape_masks/Leafsnap__quercus_montana_pi1025_05_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_05_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_05_4.png
Leafsnap__quercus_montana_pi1025_06_4,Leafsnap/quercus_montana_pi1025_06_4.npy,True,,1532,1532,shape_masks/Leafsnap__quercus_montana_pi1025_06_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_06_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_06_4.png
Leafsnap__quercus_montana_pi1025_07_4,Leafsnap/quercus_montana_pi1025_07_4.npy,True,,715,715,shape_masks/Leafsnap__quercus_montana_pi1025_07_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_07_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_07_4.png
Leafsnap__quercus_montana_pi1025_08_4,Leafsnap/quercus_montana_pi1025_08_4.npy,True,,2091,2091,shape_masks/Leafsnap__quercus_montana_pi1025_08_4.png,radial_ects/Leafsnap__quercus_montana_pi1025_08_4.png,combined_viz/Leafsnap__quercus_montana_pi1025_08_4.png
Leafsnap__quercus_muehlenbergii_wb1529_01_4,Leafsnap/quercus_muehlenbergii_wb1529_01_4.npy,True,,1437,1437,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_01_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_01_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_01_4.png
Leafsnap__quercus_muehlenbergii_wb1529_02_4,Leafsnap/quercus_muehlenbergii_wb1529_02_4.npy,True,,1515,1515,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_02_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_02_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_02_4.png
Leafsnap__quercus_muehlenbergii_wb1529_03_4,Leafsnap/quercus_muehlenbergii_wb1529_03_4.npy,True,,1166,1166,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_03_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_03_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_03_4.png
Leafsnap__quercus_muehlenbergii_wb1529_04_4,Leafsnap/quercus_muehlenbergii_wb1529_04_4.npy,True,,1144,1144,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_04_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_04_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_04_4.png
Leafsnap__quercus_muehlenbergii_wb1529_05_4,Leafsnap/quercus_muehlenbergii_wb1529_05_4.npy,True,,1231,1231,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_05_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_05_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_05_4.png
Leafsnap__quercus_muehlenbergii_wb1529_06_4,Leafsnap/quercus_muehlenbergii_wb1529_06_4.npy,True,,1346,1346,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_06_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_06_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_06_4.png
Leafsnap__quercus_muehlenbergii_wb1529_07_4,Leafsnap/quercus_muehlenbergii_wb1529_07_4.npy,True,,1332,1332,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_07_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_07_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_07_4.png
Leafsnap__quercus_muehlenbergii_wb1529_08_4,Leafsnap/quercus_muehlenbergii_wb1529_08_4.npy,True,,960,960,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_08_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_08_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_08_4.png
Leafsnap__quercus_muehlenbergii_wb1529_09_4,Leafsnap/quercus_muehlenbergii_wb1529_09_4.npy,True,,1254,1254,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_09_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_09_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_09_4.png
Leafsnap__quercus_muehlenbergii_wb1529_10_4,Leafsnap/quercus_muehlenbergii_wb1529_10_4.npy,True,,1119,1119,shape_masks/Leafsnap__quercus_muehlenbergii_wb1529_10_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1529_10_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1529_10_4.png
Leafsnap__quercus_muehlenbergii_wb1530_01_4,Leafsnap/quercus_muehlenbergii_wb1530_01_4.npy,True,,1129,1129,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_01_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_01_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_01_4.png
Leafsnap__quercus_muehlenbergii_wb1530_02_4,Leafsnap/quercus_muehlenbergii_wb1530_02_4.npy,True,,1029,1029,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_02_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_02_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_02_4.png
Leafsnap__quercus_muehlenbergii_wb1530_03_4,Leafsnap/quercus_muehlenbergii_wb1530_03_4.npy,True,,1135,1135,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_03_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_03_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_03_4.png
Leafsnap__quercus_muehlenbergii_wb1530_04_4,Leafsnap/quercus_muehlenbergii_wb1530_04_4.npy,True,,1200,1200,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_04_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_04_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_04_4.png
Leafsnap__quercus_muehlenbergii_wb1530_05_4,Leafsnap/quercus_muehlenbergii_wb1530_05_4.npy,True,,1200,1200,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_05_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_05_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_05_4.png
Leafsnap__quercus_muehlenbergii_wb1530_06_4,Leafsnap/quercus_muehlenbergii_wb1530_06_4.npy,True,,1170,1170,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_06_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_06_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_06_4.png
Leafsnap__quercus_muehlenbergii_wb1530_07_4,Leafsnap/quercus_muehlenbergii_wb1530_07_4.npy,True,,889,889,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_07_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_07_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_07_4.png
Leafsnap__quercus_muehlenbergii_wb1530_08_4,Leafsnap/quercus_muehlenbergii_wb1530_08_4.npy,True,,1007,1007,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_08_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_08_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_08_4.png
Leafsnap__quercus_muehlenbergii_wb1530_09_4,Leafsnap/quercus_muehlenbergii_wb1530_09_4.npy,True,,793,793,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_09_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_09_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_09_4.png
Leafsnap__quercus_muehlenbergii_wb1530_10_4,Leafsnap/quercus_muehlenbergii_wb1530_10_4.npy,True,,724,724,shape_masks/Leafsnap__quercus_muehlenbergii_wb1530_10_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1530_10_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1530_10_4.png
Leafsnap__quercus_muehlenbergii_wb1531_01_4,Leafsnap/quercus_muehlenbergii_wb1531_01_4.npy,True,,1313,1313,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_01_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_01_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_01_4.png
Leafsnap__quercus_muehlenbergii_wb1531_02_4,Leafsnap/quercus_muehlenbergii_wb1531_02_4.npy,True,,1213,1213,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_02_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_02_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_02_4.png
Leafsnap__quercus_muehlenbergii_wb1531_03_4,Leafsnap/quercus_muehlenbergii_wb1531_03_4.npy,True,,1451,1451,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_03_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_03_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_03_4.png
Leafsnap__quercus_muehlenbergii_wb1531_04_4,Leafsnap/quercus_muehlenbergii_wb1531_04_4.npy,True,,1080,1080,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_04_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_04_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_04_4.png
Leafsnap__quercus_muehlenbergii_wb1531_05_4,Leafsnap/quercus_muehlenbergii_wb1531_05_4.npy,True,,1160,1160,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_05_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_05_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_05_4.png
Leafsnap__quercus_muehlenbergii_wb1531_06_4,Leafsnap/quercus_muehlenbergii_wb1531_06_4.npy,True,,1175,1175,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_06_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_06_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_06_4.png
Leafsnap__quercus_muehlenbergii_wb1531_07_4,Leafsnap/quercus_muehlenbergii_wb1531_07_4.npy,True,,1465,1465,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_07_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_07_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_07_4.png
Leafsnap__quercus_muehlenbergii_wb1531_08_4,Leafsnap/quercus_muehlenbergii_wb1531_08_4.npy,True,,1276,1276,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_08_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_08_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_08_4.png
Leafsnap__quercus_muehlenbergii_wb1531_09_4,Leafsnap/quercus_muehlenbergii_wb1531_09_4.npy,True,,1595,1595,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_09_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_09_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_09_4.png
Leafsnap__quercus_muehlenbergii_wb1531_10_4,Leafsnap/quercus_muehlenbergii_wb1531_10_4.npy,True,,1508,1508,shape_masks/Leafsnap__quercus_muehlenbergii_wb1531_10_4.png,radial_ects/Leafsnap__quercus_muehlenbergii_wb1531_10_4.png,combined_viz/Leafsnap__quercus_muehlenbergii_wb1531_10_4.png
Leafsnap__quercus_nigra_wb1223_01_4,Leafsnap/quercus_nigra_wb1223_01_4.npy,True,,633,633,shape_masks/Leafsnap__quercus_nigra_wb1223_01_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_01_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_01_4.png
Leafsnap__quercus_nigra_wb1223_02_4,Leafsnap/quercus_nigra_wb1223_02_4.npy,True,,698,698,shape_masks/Leafsnap__quercus_nigra_wb1223_02_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_02_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_02_4.png
Leafsnap__quercus_nigra_wb1223_03_4,Leafsnap/quercus_nigra_wb1223_03_4.npy,True,,494,494,shape_masks/Leafsnap__quercus_nigra_wb1223_03_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_03_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_03_4.png
Leafsnap__quercus_nigra_wb1223_04_4,Leafsnap/quercus_nigra_wb1223_04_4.npy,True,,544,544,shape_masks/Leafsnap__quercus_nigra_wb1223_04_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_04_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_04_4.png
Leafsnap__quercus_nigra_wb1223_05_4,Leafsnap/quercus_nigra_wb1223_05_4.npy,True,,441,441,shape_masks/Leafsnap__quercus_nigra_wb1223_05_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_05_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_05_4.png
Leafsnap__quercus_nigra_wb1223_06_4,Leafsnap/quercus_nigra_wb1223_06_4.npy,True,,512,512,shape_masks/Leafsnap__quercus_nigra_wb1223_06_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_06_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_06_4.png
Leafsnap__quercus_nigra_wb1223_07_4,Leafsnap/quercus_nigra_wb1223_07_4.npy,True,,492,492,shape_masks/Leafsnap__quercus_nigra_wb1223_07_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_07_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_07_4.png
Leafsnap__quercus_nigra_wb1223_08_4,Leafsnap/quercus_nigra_wb1223_08_4.npy,True,,555,555,shape_masks/Leafsnap__quercus_nigra_wb1223_08_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_08_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_08_4.png
Leafsnap__quercus_nigra_wb1223_09_4,Leafsnap/quercus_nigra_wb1223_09_4.npy,True,,530,530,shape_masks/Leafsnap__quercus_nigra_wb1223_09_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_09_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_09_4.png
Leafsnap__quercus_nigra_wb1223_10_4,Leafsnap/quercus_nigra_wb1223_10_4.npy,True,,533,533,shape_masks/Leafsnap__quercus_nigra_wb1223_10_4.png,radial_ects/Leafsnap__quercus_nigra_wb1223_10_4.png,combined_viz/Leafsnap__quercus_nigra_wb1223_10_4.png
Leafsnap__quercus_nigra_wb1224_01_4,Leafsnap/quercus_nigra_wb1224_01_4.npy,True,,783,783,shape_masks/Leafsnap__quercus_nigra_wb1224_01_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_01_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_01_4.png
Leafsnap__quercus_nigra_wb1224_02_4,Leafsnap/quercus_nigra_wb1224_02_4.npy,True,,543,543,shape_masks/Leafsnap__quercus_nigra_wb1224_02_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_02_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_02_4.png
Leafsnap__quercus_nigra_wb1224_03_4,Leafsnap/quercus_nigra_wb1224_03_4.npy,True,,541,541,shape_masks/Leafsnap__quercus_nigra_wb1224_03_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_03_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_03_4.png
Leafsnap__quercus_nigra_wb1224_04_4,Leafsnap/quercus_nigra_wb1224_04_4.npy,True,,407,407,shape_masks/Leafsnap__quercus_nigra_wb1224_04_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_04_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_04_4.png
Leafsnap__quercus_nigra_wb1224_05_4,Leafsnap/quercus_nigra_wb1224_05_4.npy,True,,588,588,shape_masks/Leafsnap__quercus_nigra_wb1224_05_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_05_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_05_4.png
Leafsnap__quercus_nigra_wb1224_06_4,Leafsnap/quercus_nigra_wb1224_06_4.npy,True,,738,738,shape_masks/Leafsnap__quercus_nigra_wb1224_06_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_06_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_06_4.png
Leafsnap__quercus_nigra_wb1224_07_4,Leafsnap/quercus_nigra_wb1224_07_4.npy,True,,616,616,shape_masks/Leafsnap__quercus_nigra_wb1224_07_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_07_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_07_4.png
Leafsnap__quercus_nigra_wb1224_08_4,Leafsnap/quercus_nigra_wb1224_08_4.npy,True,,630,630,shape_masks/Leafsnap__quercus_nigra_wb1224_08_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_08_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_08_4.png
Leafsnap__quercus_nigra_wb1224_09_4,Leafsnap/quercus_nigra_wb1224_09_4.npy,True,,400,400,shape_masks/Leafsnap__quercus_nigra_wb1224_09_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_09_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_09_4.png
Leafsnap__quercus_nigra_wb1224_10_4,Leafsnap/quercus_nigra_wb1224_10_4.npy,True,,454,454,shape_masks/Leafsnap__quercus_nigra_wb1224_10_4.png,radial_ects/Leafsnap__quercus_nigra_wb1224_10_4.png,combined_viz/Leafsnap__quercus_nigra_wb1224_10_4.png
Leafsnap__quercus_nigra_wb1225_01_4,Leafsnap/quercus_nigra_wb1225_01_4.npy,True,,571,571,shape_masks/Leafsnap__quercus_nigra_wb1225_01_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_01_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_01_4.png
Leafsnap__quercus_nigra_wb1225_02_4,Leafsnap/quercus_nigra_wb1225_02_4.npy,True,,384,384,shape_masks/Leafsnap__quercus_nigra_wb1225_02_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_02_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_02_4.png
Leafsnap__quercus_nigra_wb1225_04_4,Leafsnap/quercus_nigra_wb1225_04_4.npy,True,,497,497,shape_masks/Leafsnap__quercus_nigra_wb1225_04_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_04_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_04_4.png
Leafsnap__quercus_nigra_wb1225_05_4,Leafsnap/quercus_nigra_wb1225_05_4.npy,True,,506,506,shape_masks/Leafsnap__quercus_nigra_wb1225_05_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_05_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_05_4.png
Leafsnap__quercus_nigra_wb1225_06_4,Leafsnap/quercus_nigra_wb1225_06_4.npy,True,,512,512,shape_masks/Leafsnap__quercus_nigra_wb1225_06_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_06_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_06_4.png
Leafsnap__quercus_nigra_wb1225_07_4,Leafsnap/quercus_nigra_wb1225_07_4.npy,True,,351,351,shape_masks/Leafsnap__quercus_nigra_wb1225_07_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_07_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_07_4.png
Leafsnap__quercus_nigra_wb1225_08_4,Leafsnap/quercus_nigra_wb1225_08_4.npy,True,,693,693,shape_masks/Leafsnap__quercus_nigra_wb1225_08_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_08_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_08_4.png
Leafsnap__quercus_nigra_wb1225_09_4,Leafsnap/quercus_nigra_wb1225_09_4.npy,True,,482,482,shape_masks/Leafsnap__quercus_nigra_wb1225_09_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_09_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_09_4.png
Leafsnap__quercus_nigra_wb1225_10_4,Leafsnap/quercus_nigra_wb1225_10_4.npy,True,,558,558,shape_masks/Leafsnap__quercus_nigra_wb1225_10_4.png,radial_ects/Leafsnap__quercus_nigra_wb1225_10_4.png,combined_viz/Leafsnap__quercus_nigra_wb1225_10_4.png
Leafsnap__quercus_palustris_wb1055_01_4,Leafsnap/quercus_palustris_wb1055_01_4.npy,True,,2525,2525,shape_masks/Leafsnap__quercus_palustris_wb1055_01_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_01_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_01_4.png
Leafsnap__quercus_palustris_wb1055_02_4,Leafsnap/quercus_palustris_wb1055_02_4.npy,True,,1355,1355,shape_masks/Leafsnap__quercus_palustris_wb1055_02_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_02_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_02_4.png
Leafsnap__quercus_palustris_wb1055_03_4,Leafsnap/quercus_palustris_wb1055_03_4.npy,True,,1514,1514,shape_masks/Leafsnap__quercus_palustris_wb1055_03_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_03_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_03_4.png
Leafsnap__quercus_palustris_wb1055_05_4,Leafsnap/quercus_palustris_wb1055_05_4.npy,True,,1549,1549,shape_masks/Leafsnap__quercus_palustris_wb1055_05_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_05_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_05_4.png
Leafsnap__quercus_palustris_wb1055_06_4,Leafsnap/quercus_palustris_wb1055_06_4.npy,True,,1682,1682,shape_masks/Leafsnap__quercus_palustris_wb1055_06_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_06_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_06_4.png
Leafsnap__quercus_palustris_wb1055_07_4,Leafsnap/quercus_palustris_wb1055_07_4.npy,True,,1750,1750,shape_masks/Leafsnap__quercus_palustris_wb1055_07_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_07_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_07_4.png
Leafsnap__quercus_palustris_wb1055_08_4,Leafsnap/quercus_palustris_wb1055_08_4.npy,True,,1581,1581,shape_masks/Leafsnap__quercus_palustris_wb1055_08_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_08_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_08_4.png
Leafsnap__quercus_palustris_wb1055_09_4,Leafsnap/quercus_palustris_wb1055_09_4.npy,True,,1374,1374,shape_masks/Leafsnap__quercus_palustris_wb1055_09_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_09_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_09_4.png
Leafsnap__quercus_palustris_wb1055_10_4,Leafsnap/quercus_palustris_wb1055_10_4.npy,True,,1481,1481,shape_masks/Leafsnap__quercus_palustris_wb1055_10_4.png,radial_ects/Leafsnap__quercus_palustris_wb1055_10_4.png,combined_viz/Leafsnap__quercus_palustris_wb1055_10_4.png
Leafsnap__quercus_palustris_wb1056_01_4,Leafsnap/quercus_palustris_wb1056_01_4.npy,True,,1303,1303,shape_masks/Leafsnap__quercus_palustris_wb1056_01_4.png,radial_ects/Leafsnap__quercus_palustris_wb1056_01_4.png,combined_viz/Leafsnap__quercus_palustris_wb1056_01_4.png
Leafsnap__quercus_palustris_wb1056_03_4,Leafsnap/quercus_palustris_wb1056_03_4.npy,True,,1518,1518,shape_masks/Leafsnap__quercus_palustris_wb1056_03_4.png,radial_ects/Leafsnap__quercus_palustris_wb1056_03_4.png,combined_viz/Leafsnap__quercus_palustris_wb1056_03_4.png
Leafsnap__quercus_palustris_wb1056_04_4,Leafsnap/quercus_palustris_wb1056_04_4.npy,True,,1588,1588,shape_masks/Leafsnap__quercus_palustris_wb1056_04_4.png,radial_ects/Leafsnap__quercus_palustris_wb1056_04_4.png,combined_viz/Leafsnap__quercus_palustris_wb1056_04_4.png
Leafsnap__quercus_palustris_wb1056_05_4,Leafsnap/quercus_palustris_wb1056_05_4.npy,True,,958,958,shape_masks/Leafsnap__quercus_palustris_wb1056_05_4.png,radial_ects/Leafsnap__quercus_palustris_wb1056_05_4.png,combined_viz/Leafsnap__quercus_palustris_wb1056_05_4.png
Leafsnap__quercus_palustris_wb1056_07_4,Leafsnap/quercus_palustris_wb1056_07_4.npy,True,,1436,1436,shape_masks/Leafsnap__quercus_palustris_wb1056_07_4.png,radial_ects/Leafsnap__quercus_palustris_wb1056_07_4.png,combined_viz/Leafsnap__quercus_palustris_wb1056_07_4.png
Leafsnap__quercus_palustris_wb1056_08_4,Leafsnap/quercus_palustris_wb1056_08_4.npy,True,,1842,1842,shape_masks/Leafsnap__quercus_palustris_wb1056_08_4.png,radial_ects/Leafsnap__quercus_palustris_wb1056_08_4.png,combined_viz/Leafsnap__quercus_palustris_wb1056_08_4.png
